bgmea_reg_no,contact_person,district,email_address,mailing_address,member_or_company_name,mobile_number,no_employees,no_machines,product_capacity
5242,Md. Mizanur Rahman Shahin,Dhaka,shahin106@gmail.com,"228/C, Tejgaon I/A, Tejgaon",Faiza Sweater Ltd.,1819218973,720,450,50000
6136,Joarder Mohammed Hosne Quamar Alam,Gazipur,info@florencegroupbd.com,"R.S.-425, Bymile, Konabari, Gazipur Sadar, Gazipur, Bangladesh, B. Baria",Faiza Industries Ltd.,1729096555,350,251,625000
3340,Fakir Moniruzzaman,Dhaka,info@fakirapparels.com,"Lucky Chamber (4th Floor), Rm # 77 -79 &amp; 82-84, 89 Motijheel C/A, Motijheel",Fakir Apparels Ltd.,1711549739,2500,835,1300000
1328,Md. Monir Hossain,Dhaka,aziz@faiyaz-group.com,"888, Shewrapara Rokeya Sharani, Mirpur",Faiyaz Apparel Ltd.,1711523803,404,179,120000
3480,Syed Ahasanul Hoque,Chittagong,beaumonde@colbd.com,"68/Y, Sagarica Road, Pahartoli",Fairmonde Knitting Ltd.,,180,79,60000
4220,Jasim Ahmed,Dhaka,fifltd@citechco.net,"House # 488A, Road # 32, New DOHS, Mohakhali",Fair Washing Ltd.,,1553,1135,1000000
4596,Asif Ashraf,Dhaka,asif@urmigroup.net,"235/B, Bir Uttam Mir Sawkat Sarak, Tejgaon I/A, Dhaka",Fakhruddin Textile Mills Ltd.,01711521090,7713,2170,173340
5993,Md. Khairul Islam,Gazipur,,"Haji Kafiluddin Plaza (4th Floor), Dagerchala, National University",Fair Tex Sweater Ltd.,1916468671,370,250,50000
6690,Md. Murshed Uddin Khan,Narayanganj,fairtextilemills@yahoo.com,"Golakandail, Vulta, Narayangonj",Fair Textile Mills Ltd.,01711864325,350,800,1800000
4457,Faizun Nabi Chowdhury,Dhaka,fdl@farshegroup.com,"House # 352 (5th Floor), Road # 5, DOHS, Baridhara",Farshe Dyeing Ltd.,1711525777,2200,992,1385000
3551,Mohd. Idris Shakur,Dhaka,info@idsbd.com,"House # 12, (4th floor), Road # 104, Gulshan-2",Fashion 2000 Ltd.,1713370566,1325,623,20000
3860,Md. Ferdous,Chittagong,farmin@farminbd.com,"154, Kamrabad, Aturar Depot",Farmin Fashion Design Ltd.,1711721325,450,220,100000
5344,Md. Salim,Chittagong,info@farzanafashionworld.com,"Nur Complex, N-224/A, Dighirpar, Dewanhat",Farzana Fashions World Ltd.,1819313175,270,115,500000
1501,S.M. Fazlul Hoque,Chittagong,choice@globalctg.net,"38, Panchlaish R/A, Panchlaish",Fashion Apparel Industries,1711562040,320,290,60000
3387,Khaja Mynuddin Farhad,Chittagong,farhad@farkantex.net,"Plot # 1 &amp; 2, Sector # 5/A, CEPZ",Farkantex Ltd.,,750,450,180000
4954,Md. Nasir Uddin,Dhaka,info@shangugroup.com,"Shangu Valley, House # 5/A, Road # 33, Sector # 7, Uttara Model Town",Farseeing Knit Composite Ltd.,1914242002,750,600,12500
2254,K.M. Farookh,Dhaka,farnoor@citechco.net,"1028/1/2, Malibagh Bazar Road, Malibagh",Farnoor Garments Ltd.,1199852578,630,382,150000
2235,Md. Ferdous,Chittagong,farmin@farminbd.com,"154, Kamrabad, Aturar Depot",Farmin Apparels Limited,1711721325,450,200,105000
5426,Golam Mohammud Khokan Khan,Dhaka,da_vincl_bd@yahoo.com,"Laurel Concord, Suit # 4H, House # 22, Road # 119, Gulshan-2",Farisha Composite Knitwear Ltd.,1196000721,645,313,700000
3645,Md. Asadul Islam,Dhaka,asrotex@worldnetbd.com,"House # 345, Lane # 25, New DOHS, Mohakhali",Fariha Knit Tex Ltd.,,950,405,600000
4009,Dr. Mohd. Athar Uddin,Dhaka,afl-1@azmatgroup.com,"M-2, Section # 7, Mirpur I/A, B. Baria",Fareast Dresses Ltd.,01711594854,300,494,120000
1944,Syed Mazharul Haque,Dhaka,mazharul@fareastknit.com,"Bilquis Tower (3rd Floor), Plot # 6(New), 2nd Circle, Dhaka",Far East Knitting & Dyeing Ind. Ltd.,01755555434,850,225,400000
5925,Md. Monir Hossain,Narayanganj,,"A/79, BSCIc I/A,, Sasongaon,, Fatullah",Farida Garments (Pvt.) Ltd.,1913111295,400,150,130000
3911,Mohammed Zakaria,Chittagong,ffsl@gononet.com,"6606 (P), Islam Mansion, South Middle Halishahar, Near EPZ Gate, Bandar",Farida Fashion Sweater Ltd.,1819310103,310,300,40000
2594,A.B.M. Shamsuddin,Gazipur,shams@fancybd.com,"1153-54, Shahid Siddique Road, Khailkur, Gazipur",Fancy Fashion Sweaters Ltd.,1711563140,2100,1324,200000
1875,Mohammed Ullah,Chittagong,faraz_fabrics@yahoo.com,"140, Dewanhat, 2nd Rail Gate, ",Faraz Fabrics (Pvt.) Ltd.,1819310895,400,200,48000
836,Abul Kalam Azad,Dhaka,,"1-D, 1-20 Kolwala Para, Section # 1, Mirpur",Farha Apparels Ltd.,1712562156,150,120,0
5365,Md. Milton Chowdhury,Dhaka,famousdesignltd@yahoo.com,"246/1/F, West Agargaon, Sher-E-Bangla Nagar",Famous Design Ltd.,1711355037,389,126,130000
3689,Md. Zakir Hossain,Dhaka,info@classicbd.com,"Classic Centre (5th Floor), House # 01, Road # 11, Block - F, Banani",Fashion Innovation Ltd.,1711520514,665,272,105000
5198,Helal Uddin Ahmed,Dhaka,,"House # 1, Road # 13/C, Sector # 6, Uttara",Fashion Jeans Ltd.,1711548457,650,190,125000
2670,M.A. Moyeed,Dhaka,pride@pride-grp.com,"House # 67/D (2nd Floor), Road # 11, Block - E, Banani",Fashion Knit Garments Ltd.,1711531404,650,317,300000
4376,Mohammed Morshed,Chittagong,kaisar@familytexbd.com,"Plot # 47 - 48, Road # 5, Sector # 4, CEPZ",Familytex (BD) Ltd.,1945786786,2000,1641,30000
6880,Md. Nazmul Kabir,Dhaka,nazmul@fashionglobe-bd.com,"KA-90, JHK Wincell (3rd floor), Progoti Sharani, Kuril, Vatara, Dhaka",Fashion Globe Denim Wear Ltd.,01708831001,600,562,1015166
749,Abhijit Chowdhury,Dhaka,,"House # 14, Road # 2, Sector # 3, Uttara",Fashion House (Southern) Ltd.,1713043602,1150,450,300000
4568,Helal Uddin Ahmed,Dhaka,helal@fashionflashltd.com,"House # 1, Road # 13/C, Sector # 6, Uttara",Fashion Flash Ltd.,1711548457,917,500,200000
3045,Mohd. Idris Shakur,Dhaka,info@idsbd.com,"House # 12, (4th floor), Road # 104, Gulshan-2",Fashion Forum Ltd.,1730082822,3500,1737,42000
4771,AIM Hasanul Mujib,Dhaka,khan@fashionfx.net,"House # 512, Road # 9, Suite # GF, Baridhara DOHS",Fashion Fx Ltd.,1913397280,175,78,1000000
5452,Ashrafur Rahman Chowdhury,Gazipur,ashrafurbabu@gmail.com,"Jarun, Kashim Cotton Mill,, B. Baria",Fashion Fiber Limited,01743902089,61,80,5000
3230,Engr. Mannaf Khan,Dhaka,info@fashiongearsltd.com,"House # 9E, Road # 1, Shamoli",Fashion Gears Ltd.,1711547847,1200,650,216000
6342,Md. Shazzad Hossain,Dhaka,shazzad@fashionflow.com.bd,"House # 393, Road # 29, New DOHS, Mohakhali, Dhaka",Fashion Flow Apparels Ltd.,01713006661,855,688,243000
2252,S.M. Sajedul Islam,Chittagong,,"1956/A, Airport Road, South Halishahar",Fashion Fair Ltd.,,200,95,84000
2703,Md. Moshiul Azam,Dhaka,shajal@sweater-makers.com,"196/A, New DOHS, Road # 1, Mohakhali",Fashion Exposure Ltd.,1711527927,998,424,60000
938,Md. Shafiqul Alam,Dhaka,bbgl91@yahoo.com,"Plot # 1, Road # 1, Block - B, Section # 12, Mirpur",Fashion Enterprise,1556359871,500,300,75000
2805,Md. Abser Hossain,Chittagong,absa@topstarfashionbd.com,"Jiban Bhaban, 435/A, Sadarghat Road, Sadarghat",Fashion Export International Ltd.,1820242862,450,225,40000
3397,Md. Rajib Hossain,Dhaka,rajib@fashioncraftbd.com,"Beron, Zirabo, Ashulia, Savar",Fashion Craft Knit Wear Ltd.,1732106276,250,110,300000
2416,Md. Mamun Salam,Chittagong,salimb@salimbrothers.com,"A/3, BSCIC I/A, Sagarika Road, Pahartoli",Fashion Craft Ltd.,1711721166,500,270,45000
3598,Shahed Sayeed,Chittagong,,"1248/1249, D.T. Road, Dhaniala Para, Double Mooring",Fashion Create Apparels Ltd.,,250,100,48000
5214,Sifath Najmil Sultana,Dhaka,,"Beron, Zirabo, Ashulia, Savar",Fashion Craft Design Ltd.,1732106267,250,110,60000
5340,Md. Russell Rana,Dhaka,rana@fashions-designs.com,"Fayenaz Apartment, Level-9, 37/2, Purana Paltan, Purana Paltan",Fashions Designs Ltd.,1617939001,300,145,50000
5528,Khan-E-Alam,Dhaka,,"Durgapur, Ashulia",Fashion.Com Limited,,450,350,48000
3235,Sharifur Rahman,Gazipur,sharifur@nothernbd.com,"4/2-A, Gopalpur, Monnu Nagar, Tongi",Fashion Asia Ltd.,1713107308,641,374,250000
6752,Moloy Kumar Dev Das,Dhaka,moloy_uf@hotmail.com,"Ga-16/1, Flat # 4B, Mohakhali, Dhaka",Fashion-1,01713311664,237,149,1000000
1945,Md. Nurul Hoque,Dhaka,bridelove_kanamachi@yahoo.com,"30/A, Sattara Centra (10th Floor), Naya Paltan",Fashion Toys Ltd.,1713453214,450,300,40000
6781,Md. Abdul Odud,Dhaka,abdulodud332@gmail.com,"589/1, Shah Kabir Mazar Road, Uttarkhan, Dhaka",Fashion Trade,01308045012,131,81,184000
4424,Akramul Haque,Gazipur,fsl@fashionstorebd.com,"278, Kunia, National University, Gazipur Sadar",Fashion Store Ltd.,1912001138,250,130,45000
1341,Dilruba Sultana,Dhaka,sultanadilruba@yahoo.com,"6, Bijoy Nagar (Old 22), (3rd Floor), Dhaka",Fashion Zone Ltd.,01713062217,320,133,72000
6461,MIrza Enayet Hossain,Gazipur,enayet@fsl-bd.net,"Plot # S-18-19, BSCIC I/E, Konabari, Gazipur",Fashion Summit Ltd.,01819227981,365,349,350000
3773,Ishtiaque Rahman,Chittagong,tradscan@spctnet.com,"1293, D.T Road, Dhanialapara",Fashion Watch Ltd.,,350,250,0
727,Tanvir Ziaul Rashid,Dhaka,tanvir@eastwestindpark.com,"SPL Western Tower, 186, Tejgaon I/A, Dhaka",Fashion Trousers Ltd.,01713461067,757,371,32400
5613,Md.Masudur Rahman,Gazipur,masud@fashionstepbd.net,"Plot # 16 (Old:101), Block # D, Tongi I/A, Gazipur, Gazipur",Fashion Step Ltd.,01713206096,1660,1250,468000
2407,M. Harun-Ar-Rashid,Dhaka,mail@eastwestindpark.com,"SPL Western Tower, 186, Tejgaon I/A, Tejgaon",Fashion Skirt & Trousers Ltd.,1711530153,488,279,35100
1832,Mahmud Ali,Chittagong,info@fashion-product.com,"Jahan Building # 3 (5th Floor), 79, Agrabad C/A, Agrabad",Fashion Products Ltd.,1711720054,575,255,120000
3198,Mirza Enayet Hossain,Gazipur,enayet@fpl-bd.com,"Plot # S-41-42, BSCIC Industrial Estate, Konabari, Gazipur",Fashion Point Ltd,01819227981,645,306,468000
4030,A.K.M. Shaheed Reza,Dhaka,reza@rezagroup-bd.com,"House # 8, Road # 3, Nikunja-1, Khilkhet",Fashion Plus Ltd.,1199859277,240,105,40000
2634,Salahuddin Ahmad,Chittagong,salahuddin@greenaro.com,"191/192, Lalchand Road, Hajee Faiz Mansion, Chawk Bazar",Fashion Park Int'l Ltd.,1711724142,330,160,70000
4890,Wadud Mohd. Chy.,Chittagong,wadud@fashion-wales.com,"Plot # C 28 - 29, BSCIC I/A, Sagarika Road, Pahartoli",Fashion of Wales Ltd.,1713102304,450,250,120000
1520,Syed Shahjahan Ali (Jewel),Dhaka,jewel@belafashions.com,"86, Elephant Road, Dhanmondi",Fashion Network Ltd.,1711561087,500,300,150000
4436,Md. Nazmul Kabir,Dhaka,commercial@fashionglobe-bd.com,"House # 25, Road # 1, Sector # 13, B. Baria",FGS Denim Wear Ltd.,196621101,2100,0,552600
1664,Md. Nazrul Islam Mazumder,Dhaka,feroza@nassagroup.org,"238, Tejgaon I/A, Gulshan Link Road, Tejgaon",Feroza Garments Ltd.,1711522945,693,324,80000
4461,S.M. Ferdous Alam (Bablu),Dhaka,,"177/1, 178, South Bishil, Section # 1, Mirpur",Feroja Apparels,1911343291,320,135,0
4750,Vijaylingam Velupillai,Chittagong,fergasam@fergasambd.com,"SFB, SF-3 (1st - 3rd floor), CEPZ",Fergasam (Bangladesh) Ltd.,,400,430,0
4553,Hasan Ahmed Jewel,Dhaka,feiyuebd@hotmail.com,"1/2 &amp; 1/3, (1st-5th Floor), North  Bishil, Section # 1, Mirpur",Feiyue Fashions Ltd.,1771356357,390,180,100000
1287,Md. Sirajul Islam,Dhaka,federalgarments@yahoo.com,"123/1/A, South Jatrabari, Samad Super Market (4th Floor), Jatrabari, Dhaka",Federal Garments Ltd.,01712020878,300,200,40000
2609,Mohmmed Abdul Matin MBE,Dhaka,email@fcibd.com,"Plot # 36-39, DEPZ, Ganakbari, Savar, Dhaka",FCI (BD) Limited,01755648385,2600,1500,50000
5159,Engr. Mosfiq-us-Salaheen,Dhaka,,"House # 11, Road # 18, Block - J, Banani",FB Excellence Fashion Co. Ltd.,1713452699,230,288,200000
5271,Fazle Shamim Ehsan,Narayanganj,,"Post Office Road, Fatullah",Fatullah Apparels,1913535350,200,106,200000
2222,Fazlee Shamim Ehsan,Narayanganj,fatullah@bol-online.com,"Post Office Road, Fatullah",Fatullah Dyeing & Calendering Mills Ltd.,1713042304,392,195,166667
3654,Mostak Hossain,Dhaka,mustak@fawnwear.com,"House # 215, Road # 2, DOHS, Baridhara",Fawn Wear Ltd.,1711520660,350,300,30000
6089,Md. Habibur Rahman Bhuiyan,Dhaka,,"10/2, Arambag (7th floor), Gawsia Kasem Center, Motijheel",Fay-Max Sweater Composite Ltd.,,145,250,130000
6768,Emdadul Hoque,Narayangonj,irfan@fatullah.com,"Post Office Road, Fatullah, Narayangonj",Fatullah Fabrics Ltd.,01701220702,298,258,182000
287,Shahadat Hossain Chowdhury,Dhaka,arun2928@hotmail.com,"House # 66, Road # 03, Block # B, Lift-2, Flat # 2A, Niketon, Gulshan-1",Favourite Garments Ltd.,1713002325,417,196,72000
5788,Monir Hossain Bhuiyan,Narayanganj,Favouriteknitwear@gmail.com,"Barabo, Tarabo, Rupganj",Favourite Knit Wears Ltd.,,340,134,156000
6168,Md. Moklesur Rahman Bhuiyan,Gazipur,fastjacquard@gmail.com,"Bashon Sharak, Vogra",Fast Jacquard Industries Ltd.,1611356754,200,100,65000
547,A. Rashid Majumder,Dhaka,impress@bangla.net,"40, Shahid Tajuddin Ahmed Sarani, Tejgaon I/A, Tejgaon",Fashrobe Garments Ltd.,1711520687,499,193,120000
1901,Mohammad Badiul Azam,Dhaka,fashionlinkersltd@gmail.com,"31, D.I.T. Road (4th &amp; 5th Fl), Malibagh Chowdhury Para, Malibagh",Fashion Linkers Ltd.,1715120933,400,220,70000
901,Sk. Quamruzzaman,Dhaka,zaman@florescent-bd.com,"81, Barabagh, Section # 2, Mirpur",Florescent Apparels Ltd.,1911088811,480,200,200000
1456,Md. Shahjahan Bhuiyan,Dhaka,info@fashionmakers.net,"Ekushey Tower (8th Floor), 20-21, Main Road, Mirpur",Fashion Makers Ltd.,1713003717,350,150,250000
5754,Ruhul Amin,Gazipur,info@shahdowlla-fashions.com,"Baniarchala, Bhabanipur, Gazipur Sadar",Fashions Support Ltd.,1713003122,550,401,500000
3287,Abdus Salam,Dhaka,fashion@bdmail.net,"Plot # 1/2-1/3 (4th Floor), Block-K, Uttara Bishil, Sec. # 1, Mirpur",Fashions Mart Ltd.,,190,112,36000
2564,Tanvir Ziaul Rashid,Dhaka,tanvir@eastwestindpark.com,"SPL Western Tower, 186, Tejgaon I/A, Dhaka",Fashions Suits And Trousers Ltd.,01713461067,614,291,22400
4947,Mohammad Zahid Kamal,Dhaka,flaxen@flexengroup.com,"House # 35, Road # 09, Sector # 15, Uttara, Dhaka",Flaxen Dress Maker Ltd.,01713005839,2700,1886,125000
6134,Marzuq Noman,Dhaka,marzuqflorence@gmail.com,"rupayan Nowfa plaza, B-5 (5th Floor), Holding # 1103, Ibrahimpur, Cantonment",Florence Shirts Ltd.,1713032966,200,600,240000
1652,Syed Md. Maruf Hossain,Chittagong,fivestar@bdonlinectg.com,"Sunrise Shopping Complex, 11, C.D.A Market, Pahartoli",Five Star Fashions Ltd.,,290,130,50000
2126,Farhana Haque,Dhaka,habib@florencebd.com,"Bymile,Konabari,Gazipur,Bangladesh, B. Baria",Florence Fabrics Ltd.,1711861551,798,320,150000
2965,Marzuq Noman,Dhaka,marzuq@florencefashions.net,"284, Ibrahim (3rd &amp; 4th Fl), Mirpur",Florence Fashions Ltd.,1711526281,650,400,160000
1282,Al-haj M.N. Kader,Chittagong,,"140, Dewanhat, 2nd Rail Gate, Double Mooring",Flamingo Knit Wear Ltd.,,263,110,33000
3702,M.A. Jabbar,Dhaka,info@dbl-group.com,"BGMEA Complex (12th Floor), 23/1, Panthapath Link Road, Karwan Bazar",Flamingo Fashions Ltd.,1711532818,2066,552,1250000
1605,Md. Mahboob Morshed,Gazipur,,"118/2 No Kathaldia, Tongi",Flash Apparels Ltd.,1711563347,0,0,0
3303,Kamal Ahmed Chowdhury,Chittagong,info@fwlbd.com,"68/Y, Sagarika Road, Pahartoli",First Wear Ltd.,1913600700,500,200,96000
5044,Chandan Kumar Biswas,Chittagong,,"Nazma Ahmed Complex (4th Fl), 224/N, Dighirpar, Dewanhat",Fit Well Sweater (Pvt.) Ltd.,1713487921,150,140,30000
5244,Md. Ashraful Huq,Dhaka,finnkoli@dhaka.net,"Plot # 18-20, Road # 11, Shyampur I/A, Kadamtoli",Finnkoli Apparels Ltd.,,1972,570,624000
6189,Mir Mohammad Babul,Dhaka,,"29,Gareb-E-Newaz Avenue, Sector-11,Uttara,Dhaka-1230, B. Baria",Fin-Bangla Apparels Ltd.,1973453388,1000,600,260000
6093,Md. Ahmed Hasan,Dhaka,merchandising@fsapparels.com,"House # 77, Road # 1, Block # A, Word # 7, Ahalia, Turag",Firststep Apparels (Pvt.) Ltd.,1794281486,65,50,96000
6185,Sheikh Mohammad Danial,Chittagong,commercial@miragegroupbd.com,"Mirage Tower 170, Sugandha Municipal Housing Society, Road # 2, Panchlaish",Finesse Apparels Ltd.,,100,200,40900000
4344,Mir Mohammad Babul,Gazipur,finfashion@dhaka.net,"10/A, Bonomala Road, Haji Market, Dutta Para, Tongi",Fin Fashion Ltd.,1713453388,600,230,150000
1760,Parvez Alom Mir,Dhaka,,"24/Ka, Saheed Minar Road (4th Floor),, Kallyanpur",Fine Crafts Ltd.,1820221254,180,60,24000
3632,Sushanta Kr. Bhattacharyya,Chittagong,sushanta@figoapparels.com,"Plot # B-62, 63 &amp; S-21 P (1st Floor), BSCIC I/E, Kalurghat",Figo Apparels Ltd.,1819312609,450,216,270000
1206,Md. Akbar Khan,Chittagong,akbar@fijagroup.com,"147, Chand Meah Lane, Khatungonj",Fija Fashions Apparels Ltd.,1713100040,300,243,60000
2723,Osama Taseer,Dhaka,trend@tiffinyswear.com,"Plot # 150, Level -2 (2B), Road # 10, Block # E, Banani, Dhaka",Four Wings Limited,1711826160,635,572,70000
6794,Md. Foysal Hossain,Dhaka,faisal@tex-bd.com,"Suvastu Warda Tower, Flat-2/A, House # 20, Shahjalal Avenue, Sector # 4, Uttara, Dhaka",Foysal Tex Ltd.,01766681838,0,0,0
5963,Mahmud Rusel Chowdhury,Narayanganj,info@fourknitwear.com,"Pathantuli, Godnail",Four Knit Wear Ltd.,1819227409,460,195,100000
4222,Gauhar Siraj Jamil,Chittagong,jamil@fourhgroup.com,"778, D.T. Road, Ashkarabad, Double Mooring",Four H Lingerie Ltd.,1841120925,1600,730,1800000
6786,Saiful Islam,Dhaka,saifulisloam4r@gmail.com,"1028/A, Shahor, Khilgaon, Dhaka",Four R Apparels,01842613426,200,164,0
4192,Gauhar Siraj Jamil,Chittagong,iqbal@fourhgroup.com,"778, D.T. Road, Ashkarabad, Double Mooring",Four H Intimates Ltd.,1841120925,840,369,144000
4299,Gauhar Siraz Jamil,Chittagong,jamil@fourhgroup.com,"778, D.T. Road, Ashkarabad, Double Mooring",Four H Knittex Ltd.,1841120925,700,272,1080000
5467,Gauhar Siraj Jamil,Chittagong,jamil@fourhgroup.com,"778, Asharabad, D.T. Road",Four H Apparels Ltd.,,625,433,1000000
3906,Gauhar Siraj Jamil,Chittagong,jamil@fourhgroup.com,"778, D.T. Road, Ashkarabad, Double Mooring",Four H Fashions Ltd.,1841120925,750,463,720000
5885,Md. Ataur Rahman,Narayanganj,four_design@yahoo.com,"Plot # B-359-360,, BSCIC I/A,, Fatullah",Four Design (Pvt.) Ltd.,1670352560,750,101,20000
1963,Md. Ali Azim Khan,Dhaka,azim@shinestgroup.com,"66-68, Hazi Dil Mohammad Avenue, Main Road, Dhaka Uddyan, Mohammadpur",Four Brothers Fashion,1711521276,1000,800,420000
2643,Quaji Fazle Alamgir,Dhaka,alamgir@rababgroup.com,"The Alliance Building, 63, Pragati Sarani, (9th floor), Dhaka",Fountain Garments Manufacturing Ltd.,01730111444,4000,2400,1100000
2947,Md. Yaqub,Chittagong,asian@spenectg.com,"29, Baniatila, Station Road",Fortune Apparels Ltd.,1711750518,1050,518,180000
5100,Shahadat Hossain,Dhaka,md@fortis.com,"Fakir Khali Road, Boro Beraid, Badda, Dhaka",Fortis Garments Ltd.,1713081978,350,188,1200000
1523,Amzad Hossain Chowdhury,Chittagong,hnf@colbd.com,"Jahan Building # 2, 24, Agrabad C/A, Agrabad",Fortune Fashion Ltd.,,500,302,90000
5797,Su,Dhaka,,"Apt # 8/B, House # 4/B, Road # 96, Gulshan-2",Formosa Healthcare Inds. Ltd.,1730041445,150,170,7080000
3463,Abdus Salam Murshedy,Dhaka,envoy@envoy-group.com,"Envoy Tower, (5th-8th Floor), 18/E West Panthapath, Pantha Path",Fontina Fashions Ltd.,1711525716,439,140,85000
2545,Engg. Abid Hassan Khan,Gazipur,floret@floretfashion.com,"Kunia, Targach, National University",Floret Fashion Wears (Pvt) Ltd.,1199861439,325,140,50000
1329,Abid Hassan Khan,Gazipur,floret@floretfashion.com,"Kunia, Targach, National University",Floret (Pvt.) Ltd.,1199861439,350,160,60000
6354,Mizanur Rahman,Dhaka,mijan.r@fpg.com.bd,"House # 8, Road # 13, Sector # 3, Uttara, Dhaka",FnF Trend Fashion Ltd.,01713192039,2000,890,450000
3055,Mohd. Shahjahan,Dhaka,fclsha@bdonline.com,"75, Ibrahimpur, (2nd, 3rd &amp; 4th Floor), Mirpur",Future Clothing Ltd.,,300,75,80000
5991,Md. Mofazzol Hossain,Gazipur,futureapparelbd@gmail.com,"East Anayetpur, Baganbari Road, Kashimpur",Future Apparels BD Ltd.,1715425255,270,157,1000000
6579,Md. Shahed Chowdhury Shuvo,Gazipur,shuvo@fkcl-bd.com,"398/1, Ambag, Paschimpara, Konabari, Gazipur",Future-Knit Composite Ltd.,01712421290,300,250,5760000
6586,Raisa Naffasat,Dhaka,futureapparels2020@gmail.com,"Plot # 11, Road # 01, Section # 7, Mirpur, Dhaka",Future Apparels & Accessories,,230,180,135000
5229,Syed Ahmed,Dhaka,zaman@logonet.com,"House # 10, Isakhan Avenue, Sector # 6, Uttara",Fun Factory Ltd.,1711696876,450,600,375000
4226,Md. Mofazzal Hossain,Gazipur,,"1/1, Shatise Tilargati Road, Tongi",Fulpur Knit & Garments Ltd.,,125,75,210000
3006,Anar Kali Chowdhury,Gazipur,fullray@global-bd.net,"Plot # 1175 &amp; 1179, Bhasan Sarak, Vogra, National University",Fullcharm Fashion Knitters Ltd.,,600,350,90000
3373,Anar Kali Chowdhury,Gazipur,fullyray@global-bd.net,"31/1, Hossain Market, Dattapara, Tongi",Fullcharm Fashion Knitters Ltd.(U-2),,600,350,90000
6043,Lin Tao,Gazipur,full_way@hotmail.com,"South Panishail, Zirani",Full Way Garments (Pvt.) Ltd.,1730010728,300,250,50000
3673,Elias Ahmed,Dhaka,fwcil@29bd.net,"Balitha, Bathuli, PO-Shablishar,, Dhamrai",Friends World Composite Inds. Ltd.,1711320706,205,100,58500
2747,M.A. Jalil,Dhaka,aji@aji-group.com,"226, Singair Road, Hemayetpur, Savar",FRM Fashion House Ltd.,1713069085,519,570,250000
2894,M.A. Awal,Narayanganj,awal@rupayansweater.com,"8, Rajuk Plot, Chasara C/A, B.B. Road, Chashara",Fuji Knitwears Ltd.,1819222945,1152,550,120000
4527,A.M. Mahmudur Rahman,Dhaka,info@friendsstylewear.com,"Golf Hights, Flat # 14/B-1, New Airport Road, Banani",Friends Stylewear Ltd.,1711527901,1200,967,300000
975,Abdul Kader,Dhaka,sunbird@bdcom.com,"42/A, Zigatola (Salek Garden), (2nd floor), Zigatola",Friends Fashion,,450,213,80000
830,Md. Ziauddin Ahmed,Dhaka,solarcrt@dhaka.net,"66/3/A East Hazipara, DIT Road, Rampura",Friends Knittings Ltd.,1711546836,200,150,20000
5949,Md. Emran Ali,Dhaka,md.emran28@yahoo.com,"Tayebpur, Zirabo, Ashulia, Savar, Dhaka",Friends Knit Wear & Accessories Ltd.,01718963538,495,299,321000
1060,A.A. Ghulam Faruque (Mamun),Chittagong,,"754/827, Mehadibag, Mehadi Super Market (2nd Floor), Kotawali",Friends and Friends Apparels (Pvt) Ltd.,1819318534,998,530,132000
379,Farid Ahmed Chowdhury,Chittagong,nasir2054@gmail.com,"Frank Complex, Industrial Plot # 280/D, Baizid Bostami Road, Nasirabad",Frank Garments (Pvt.) Ltd.,1713121112,764,465,85000
4465,Md. Shariful Alam,Gazipur,kausar2021@gmail.com,"638, Sharifpur, National University, Gazipur Sadar, Gazipur",Fresh Fashion Wear Ltd.,01713201900,670,380,130000
2233,Iftekhar Uddin Ahmed Chowdhury,Chittagong,info@frankgroupbd.com,"280/D, Nasirabad I/A, Baizid Bostami Road, Nasirabad",Frank Apparel Limited,1713138373,1057,778,250000
